"אחוז תפוסה","תפוסה מקסימלית","רמת סיעוד 5+6","רמת סיעוד 3+4","רמת סיעוד 1+2","ללא רמת סיעוד","ניצולי שואה (ב"ל + רווחה)","ב"ל - בתי אב","רווחה - השמות","סך בתי אב (ב"ל + רווחה)","נהנים","שם המסגרת","סמל מסגרת"
0.35,220,17,33,11,16,25,26,50,77,98,"קהילה תומכת קשישים","221812"
